scope,id,n,hits,point_wr_pct,wilson_lower_95_pct,avg_booked_ask_cents,needed_wr_pct,ask_source,small_n,label,note
skill_card_graded_reads,DRIFT.pullback_in_trend [SHADOW],229,224,97.8,95.0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=1.35
skill_card_graded_reads,EXHAUST.1h_run_5m_flip [SHADOW],6,5,83.3,43.6,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=1.00
skill_card_graded_reads,EXHAUST.climax_wick [SHADOW],9,0,0.0,0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=-2.67
skill_card_graded_reads,EXHAUST.ema_cross_against [SHADOW],9,1,11.1,2.0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=-2.56
skill_card_graded_reads,EXHAUST.failed_push [SHADOW],11,0,0.0,0.0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,BELOW_NEED,ev_at_grade=-2.91
skill_card_graded_reads,FADE.60s_rip [BENCH],396,43,10.9,8.2,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-2.36
skill_card_graded_reads,INDEX.locked_avg [LIVE],116,115,99.1,95.3,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=6.34
skill_card_graded_reads,INDEX.settle_fair [LIVE],135,134,99.3,95.9,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=6.14
skill_card_graded_reads,ODDS.cheap_yes [BENCH],81,0,0.0,0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-3.83
skill_card_graded_reads,PULSE.dryup_sit [SHADOW],1,1,100.0,20.7,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=2.00
skill_card_graded_reads,PULSE.vol_agree [SHADOW],125,74,59.2,50.4,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-0.12
skill_card_graded_reads,PULSE.vol_lag_5m [SHADOW],30,30,100.0,88.6,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=2.80
skill_card_graded_reads,STREAK.continue_young [SHADOW],688,688,100.0,99.4,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=1.98
skill_card_graded_reads,STREAK.fade_extended [SHADOW],46,22,47.8,34.1,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-0.74
skill_card_graded_reads,STREAK.live_break [SHADOW],2,0,0.0,0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=-19.00
skill_card_graded_reads,STREAK.mid_hold [SHADOW],45,45,100.0,92.1,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=2.09
skill_card_graded_reads,STREAK.rethink_1dst [SHADOW],43,43,100.0,91.8,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=1.05
skill_card_graded_reads,STREAK.rethink_c2eb [SHADOW],87,87,100.0,95.8,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=2.22
skill_card_graded_reads,STREAK.yes_agrees [SHADOW],744,744,100.0,99.5,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=2.00
skill_card_graded_reads,STRIKE.itm_time [SHADOW],1294,1229,95.0,93.6,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=1.44
skill_card_graded_reads,STRIKE.magnet_sit [SHADOW],4,4,100.0,51.0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=2.25
skill_card_graded_reads,STRIKE.rethink_yr6z [SHADOW],839,783,93.3,91.4,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=1.42
skill_card_graded_reads,STRIKE.rethink_zj9p [SHADOW],712,659,92.6,90.4,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,LOWER_BOUND_CLEARS_NEED,ev_at_grade=1.35
skill_card_graded_reads,TAPE.flip_after_persist [SHADOW],38,23,60.5,44.7,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=0.68
skill_card_graded_reads,TAPE.persist_imbalance [SHADOW],493,234,47.5,43.1,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-0.46
skill_card_graded_reads,TAPE.size_wipe [SHADOW],310,166,53.5,48.0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-0.10
skill_card_graded_reads,TAPE.thin_sit [SHADOW],1,0,0.0,0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=-2.00
skill_card_graded_reads,VEL.spot_lead [BENCH],584,40,6.8,5.1,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-2.55
skill_card_graded_reads,VOLT.atr_spike [SHADOW],265,212,80.0,74.8,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=1.01
skill_card_graded_reads,VOLT.dead_sit [SHADOW],2,2,100.0,34.2,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=1.00
skill_card_graded_reads,VOLT.expand_break [SHADOW],8,8,100.0,67.6,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=1.00
skill_card_graded_reads,VOLT.vol_hot [SHADOW],35,33,94.3,81.4,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,PROMISING_INSUFFICIENT,ev_at_grade=1.29
skill_card_graded_reads,WHALE.absorb [SHADOW],5,3,60.0,23.1,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,INSUFFICIENT_N,ev_at_grade=-0.40
skill_card_graded_reads,WHALE.cluster [SHADOW],179,98,54.7,47.4,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-0.74
skill_card_graded_reads,WHALE.proxy [SHADOW],99,59,59.6,49.7,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-0.14
skill_card_graded_reads,WICK.amd [SHADOW],102,90,88.2,80.6,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,PROMISING_INSUFFICIENT,ev_at_grade=1.09
skill_card_graded_reads,WICK.engulf_at_extreme [SHADOW],57,9,15.8,8.5,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-2.19
skill_card_graded_reads,WICK.evening_star [SHADOW],20,2,10.0,2.8,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-2.35
skill_card_graded_reads,WICK.hammer_at_low [SHADOW],23,8,34.8,18.8,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-1.91
skill_card_graded_reads,WICK.morning_star [SHADOW],14,2,14.3,4.0,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,BELOW_NEED,ev_at_grade=-1.79
skill_card_graded_reads,WICK.pin_at_high [BENCH],33,5,15.2,6.7,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",False,BELOW_NEED,ev_at_grade=-2.61
skill_card_graded_reads,WICK.tweezer [SHADOW],16,1,6.2,1.1,82.16,84.16,"REFERENCE ONLY: policy-era avg booked ask 82.16 (card-level booked ask UNKNOWN; card hits are graded reads at grading quotes, not fills)",True,BELOW_NEED,ev_at_grade=-4.19
external_claim,EXTERNAL 17/17 (as quoted),17,17,100.0,81.6,89.5,90.5,external audit avg ask as quoted (unverified),True,PROMISING_INSUFFICIENT,
external_claim,EXTERNAL 19/19 (as quoted),19,19,100.0,83.2,82.0,84.0,external audit avg ask as quoted (unverified),True,PROMISING_INSUFFICIENT,
